numero_radicado;fecha_asignacion;cod_dependencia;nombre_dependencia;nro_noticia_orfeo
20250190007671;20/02/2025;19;DIRECCION SECCIONAL CESAR;
20250140017455;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20250090018321;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250250021475;20/02/2025;25;DIRECCION SECCIONAL BOYACA;152386000212202510181
20256110005461;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250190005462;20/02/2025;19;DIRECCION SECCIONAL CESAR;
20251190006922;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546623
20255980050865;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016099069202512968
20250140017465;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20251190006932;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546533
20255980050875;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016099069202512974
20256110005471;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250250021485;20/02/2025;25;DIRECCION SECCIONAL BOYACA;
20250190007681;20/02/2025;19;DIRECCION SECCIONAL CESAR;
20250140017475;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060032571;20/02/2025;6;SECCIONAL CALI;
20250250005861;20/02/2025;25;DIRECCION SECCIONAL BOYACA;
20255980050885;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016099069202513151
20250190002865;20/02/2025;19;DIRECCION SECCIONAL CESAR;
20250190005472;20/02/2025;19;DIRECCION SECCIONAL CESAR;
20257390045082;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20250250021495;20/02/2025;25;DIRECCION SECCIONAL BOYACA;
20251190006942;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546129
20250060024675;20/02/2025;6;SECCIONAL CALI;
20251190006952;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546005
20257390045152;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20251190006962;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546679
20251190006972;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546646
20256110005481;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250060032581;20/02/2025;6;SECCIONAL CALI;
20257390045212;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20251190006982;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20256110005491;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20257390045222;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20250280000021;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20250060032591;20/02/2025;6;SECCIONAL CALI;
20255980013842;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546932
20250060024685;20/02/2025;6;SECCIONAL CALI;
20250090016672;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250020009952;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20250140017485;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20250020009962;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20250250021505;20/02/2025;25;DIRECCION SECCIONAL BOYACA;
20250060024695;20/02/2025;6;SECCIONAL CALI;
20253160002031;20/02/2025;316;VENTANILLA UNICA DE CORRESPONDENCIA - CALDAS;
20250060032601;20/02/2025;6;SECCIONAL CALI;
20250020009972;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20250060040522;20/02/2025;6;SECCIONAL CALI;
20250060032611;20/02/2025;6;SECCIONAL CALI;
20250140017495;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20255980013852;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202548193
20250090016682;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;680016000160202516046
20250250004782;20/02/2025;25;DIRECCION SECCIONAL BOYACA;
20250020009982;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20250370049771;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250370023152;20/02/2025;71;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - MEDELLIN;
20250060032621;20/02/2025;6;SECCIONAL CALI;
20258150045282;20/02/2025;817;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - ATLANTICO;
20258150045292;20/02/2025;817;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - ATLANTICO;080016001257202515171
20250060040532;20/02/2025;6;SECCIONAL CALI;
20250370049781;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250020009992;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20255980013862;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202548233
20250020010002;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20250060024705;20/02/2025;6;SECCIONAL CALI;
20253160003865;20/02/2025;205;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - CALDAS;
20250020010012;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20250020010022;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20257390045302;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;110016000052202546023
20250020010032;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20250180002391;20/02/2025;18;DIRECCION SECCIONAL SUCRE;
20255980013872;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546743
20250020010042;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20250060024715;20/02/2025;6;SECCIONAL CALI;
20250370023162;20/02/2025;71;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - MEDELLIN;050016000248202515129
20250060032631;20/02/2025;6;SECCIONAL CALI;
20250370023172;20/02/2025;71;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - MEDELLIN;050016000248202515088
20257390045312;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;252866099074202510231
20250060040542;20/02/2025;6;SECCIONAL CALI;
20257390045322;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;252866000376202510116
20250280002905;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20255980050895;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016099069202513152
20257390045332;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20250230007235;20/02/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250060032641;20/02/2025;6;SECCIONAL CALI;
20257470008205;20/02/2025;747;SECCIONAL VALLE DEL CAUCA;
20255980013882;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546556
20253160003875;20/02/2025;205;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - CALDAS;
20255980013892;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546412
20250060024725;20/02/2025;6;SECCIONAL CALI;
20250370049791;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250370049801;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250280002915;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20258150045342;20/02/2025;817;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - ATLANTICO;080016001257202515204
20250060032651;20/02/2025;6;SECCIONAL CALI;
20255980050905;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202545155
20257390045352;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20250060040552;20/02/2025;6;SECCIONAL CALI;
20250100008775;20/02/2025;10;DIRECCION SECCIONAL CAUCA;
20250370023182;20/02/2025;71;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - MEDELLIN;050016000248202515135
20250250021515;20/02/2025;25;DIRECCION SECCIONAL BOYACA;150016099163202512556
20250060040562;20/02/2025;6;SECCIONAL CALI;
20250060032661;20/02/2025;6;SECCIONAL CALI;
20257390045362;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20255980050915;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016099069202513153
20250140017505;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20250230007245;20/02/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250370023192;20/02/2025;71;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - MEDELLIN;050016000248202515087
20250060024735;20/02/2025;6;SECCIONAL CALI;
20257390045372;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20253160003885;20/02/2025;205;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - CALDAS;
20250280002925;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;253076000401202510470
20255980050925;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016099069202513154
20258150045382;20/02/2025;817;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - ATLANTICO;080016001257202515215
20250060000353;20/02/2025;6;SECCIONAL CALI;
20250060032671;20/02/2025;6;SECCIONAL CALI;
20256110034322;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250040006432;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20256110005501;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250100008785;20/02/2025;10;DIRECCION SECCIONAL CAUCA;
20255980013902;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20257390045392;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20255980013912;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202548269
20255980050935;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202555104
20250280002935;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20250020010052;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20250100008795;20/02/2025;10;DIRECCION SECCIONAL CAUCA;
20250370049811;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250040007761;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20257390045402;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20250370049821;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250060024745;20/02/2025;6;SECCIONAL CALI;
20257390045412;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20250030005115;20/02/2025;3;DIRECCION SECCIONAL CAQUETA;
20256110003565;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250100008805;20/02/2025;10;DIRECCION SECCIONAL CAUCA;
20258150045422;20/02/2025;817;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - ATLANTICO;080016001257202515225
20250140021422;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060032681;20/02/2025;6;SECCIONAL CALI;
20250040006442;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20253180005142;20/02/2025;395;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - PEREIRA;660016000036202511199
20253160003895;20/02/2025;205;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - CALDAS;
20256110003575;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250060024755;20/02/2025;6;SECCIONAL CALI;
20250100008815;20/02/2025;10;DIRECCION SECCIONAL CAUCA;
20250210002472;20/02/2025;21;DIRECCION SECCIONAL CHOCO;
20250200021202;20/02/2025;20;DIRECCION SECCIONAL HUILA;
20250370049831;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20256110005511;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20256110034372;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250370049841;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20257470045442;20/02/2025;747;SECCIONAL VALLE DEL CAUCA;
20256110003585;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250200021212;20/02/2025;20;DIRECCION SECCIONAL HUILA;
20250060024765;20/02/2025;6;SECCIONAL CALI;
20255980050945;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202545808
20257470045462;20/02/2025;747;SECCIONAL VALLE DEL CAUCA;
20251190007002;20/02/2025;119;VENTANILLA ÚNICA DE CORRESPONDENCIA SECCIONAL BOGOTA;
20250280002945;20/02/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;258996000418202510359
20250370049851;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20257470045472;20/02/2025;747;SECCIONAL VALLE DEL CAUCA;
20250040007771;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20257640045482;20/02/2025;764;DIRECCION SECCIONAL PUTUMAYO;
20250090016692;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250370049861;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20257470045492;20/02/2025;747;SECCIONAL VALLE DEL CAUCA;
20250090016702;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20255980050955;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016099069202512901
20250250021525;20/02/2025;25;DIRECCION SECCIONAL BOYACA;
20250140021432;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060024775;20/02/2025;6;SECCIONAL CALI;
20250370049871;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20256110003595;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20257470045502;20/02/2025;747;SECCIONAL VALLE DEL CAUCA;
20250090016712;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20251190007012;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20250190005482;20/02/2025;19;DIRECCION SECCIONAL CESAR;
20250030005125;20/02/2025;3;DIRECCION SECCIONAL CAQUETA;
20250370049881;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20251190007022;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202549765
20250040006452;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20258870007281;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250240010845;20/02/2025;24;DIRECCION SECCIONAL NARIÑO;
20257470045512;20/02/2025;747;SECCIONAL VALLE DEL CAUCA;
20250180003832;20/02/2025;18;DIRECCION SECCIONAL SUCRE;
20250040007781;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20250370049891;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250250005871;20/02/2025;25;DIRECCION SECCIONAL BOYACA;
20250060032691;20/02/2025;6;SECCIONAL CALI;
20250060024785;20/02/2025;6;SECCIONAL CALI;
20250090016722;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250040007791;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20250060024795;20/02/2025;6;SECCIONAL CALI;
20258870007291;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250370049901;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20253160003905;20/02/2025;205;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - CALDAS;
20250040006462;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20250230007255;20/02/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250140021442;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20255980050965;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202547575
20258870007301;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250370049911;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250140017515;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20250370049921;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20258870007311;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20255980050975;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202559957
20250370049931;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250140011541;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20257420002285;20/02/2025;742;DIRECCION SECCIONAL MAGDALENA MEDIO;
20258870007321;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250200009375;20/02/2025;20;DIRECCION SECCIONAL HUILA;
20250090016732;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250040007801;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20250090016742;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250090016752;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060040572;20/02/2025;6;SECCIONAL CALI;
20250090016762;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060032701;20/02/2025;6;SECCIONAL CALI;
20250060024805;20/02/2025;6;SECCIONAL CALI;
20250090018331;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20258870007331;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060040582;20/02/2025;6;SECCIONAL CALI;
20250370049941;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250060024815;20/02/2025;6;SECCIONAL CALI;
20250090016772;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250090016782;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250100008825;20/02/2025;10;DIRECCION SECCIONAL CAUCA;
20250090018341;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20255980050985;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202555246
20250370049951;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20255980050995;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202547633
20258870007341;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20256110005521;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250140011551;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20250040006472;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20250040007811;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20250060024825;20/02/2025;6;SECCIONAL CALI;
20256110005531;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20256110005541;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250140011561;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20257470008215;20/02/2025;747;SECCIONAL VALLE DEL CAUCA;
20250190007691;20/02/2025;19;DIRECCION SECCIONAL CESAR;
20255980051005;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;251266000415202513517
20258870007351;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250370049961;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250080001272;20/02/2025;8;DIRECCION SECCIONAL GUAJIRA;
20250040007821;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20256110003605;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20255980051015;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202555300
20250060024835;20/02/2025;6;SECCIONAL CALI;
20250140011571;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20258870007361;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20258870007371;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250140011581;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20250200021222;20/02/2025;20;DIRECCION SECCIONAL HUILA;
20250080001282;20/02/2025;8;DIRECCION SECCIONAL GUAJIRA;
20250370049971;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20256110034482;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250040006482;20/02/2025;4;DIRECCION SECCIONAL CORDOBA;
20250090016792;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250140017525;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20258870007381;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250140011591;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20258870045572;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20251190007052;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546088
20250190007701;20/02/2025;19;DIRECCION SECCIONAL CESAR;
20250020007941;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20250240010855;20/02/2025;24;DIRECCION SECCIONAL NARIÑO;
20251190007062;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546250
20255980051025;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202555325
20258870007391;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250370049981;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20251190007072;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202546333
20250140011601;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20250370023222;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20258870007401;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20256110003615;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20255980051035;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202558887
20257420004451;20/02/2025;742;DIRECCION SECCIONAL MAGDALENA MEDIO;
20251190007082;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202547272
20253160003915;20/02/2025;205;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - CALDAS;
20250370049991;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250200021232;20/02/2025;20;DIRECCION SECCIONAL HUILA;
20250140011611;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20258870007411;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250200009385;20/02/2025;20;DIRECCION SECCIONAL HUILA;
20250020010062;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20250140011621;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20258870007421;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20257420004461;20/02/2025;742;DIRECCION SECCIONAL MAGDALENA MEDIO;
20255980051045;20/02/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202547664
20250020010072;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20250230007265;20/02/2025;23;DIRECCION SECCIONAL MAGDALENA;
20258870007431;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060040592;20/02/2025;6;SECCIONAL CALI;
20250140011631;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20254320045602;20/02/2025;432;DIRECCION SECCIONAL ARAUCA;810016001133202510483
20256110034522;20/02/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250090016802;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20257640045612;20/02/2025;764;DIRECCION SECCIONAL PUTUMAYO;
20250210002482;20/02/2025;21;DIRECCION SECCIONAL CHOCO;
20258870007441;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20258870007451;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20257420004471;20/02/2025;742;DIRECCION SECCIONAL MAGDALENA MEDIO;
20250140011641;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060024845;20/02/2025;6;SECCIONAL CALI;
20250060040602;20/02/2025;6;SECCIONAL CALI;
20250090016812;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250370050001;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250250021535;20/02/2025;25;DIRECCION SECCIONAL BOYACA;
20250190007711;20/02/2025;19;DIRECCION SECCIONAL CESAR;
20258870007461;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250020007951;20/02/2025;2;DIRECCIÓN SECCIONAL META;
20258870007471;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250140011651;20/02/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060040612;20/02/2025;6;SECCIONAL CALI;
20257420004481;20/02/2025;742;DIRECCION SECCIONAL MAGDALENA MEDIO;
20250090016822;20/02/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20258870045622;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20258870007481;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250370023242;20/02/2025;71;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - MEDELLIN;050016000248202515137
20250370050011;20/02/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20258870007491;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20258870007501;20/02/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250250021545;20/02/2025;25;DIRECCION SECCIONAL BOYACA;
20250060024855;20/02/2025;6;SECCIONAL CALI;
20250250021555;20/02/2025;25;DIRECCION SECCIONAL BOYACA;150016099163202512580
20257420004491;20/02/2025;742;DIRECCION SECCIONAL MAGDALENA MEDIO;
